TSNE_1,TSNE_2
-53.99315,-7.2792177
-51.90945,3.7510774
-58.889233,1.2190282
-52.84748,25.899803
-49.67946,6.848094
-47.87337,28.420877
-61.392376,22.862665
-60.4489,7.6819696
-58.160843,17.87849
-55.40556,6.8837433
-53.262386,17.482874
-49.77089,21.691347
-48.70351,24.539747
-50.55964,21.776533
-55.64049,13.340501
-55.151344,25.681383
-56.22505,-4.4544125
-52.235065,7.752459
-55.727028,-6.865703
-50.289223,2.0013416
-50.829662,32.381947
-61.032795,18.144627
-51.060486,29.265991
-57.677517,5.431001
-56.802128,-0.3885384
-51.23888,4.05215
-56.352898,20.027283
-60.070686,29.446457
-58.581413,0.5827711
-63.38458,17.666319
-48.41179,24.65835
-56.492813,33.69598
-59.87829,4.236951
-58.889328,4.936351
-55.794373,14.993205
-41.503784,20.258276
-55.31992,9.540536
-55.75919,19.987198
-51.46519,21.789457
-42.562798,25.794813
-44.687954,23.82006
-59.85915,7.617487
-60.485283,11.893927
-53.527073,22.473742
-56.19282,7.5063467
-50.723057,20.521471
-59.824814,27.152782
-50.53715,32.309002
-58.654198,26.671638
-49.390057,35.31809
-43.064114,13.369578
-53.406246,15.011133
-48.441887,18.715
-60.552406,2.714418
-53.029617,-2.9971316
-50.462116,33.859055
-54.015736,-10.352284
-57.712044,10.440345
-66.64756,18.615934
-55.85892,0.92048025
-54.764297,14.168427
-51.283104,31.599468
-50.739475,21.053392
-53.775146,-9.510194
-54.17054,19.034271
-48.13319,6.2699733
-51.858402,22.653366
-54.77731,17.679192
-47.323383,20.376976
-51.242485,5.349414
-60.90142,11.925554
-49.15372,24.309881
-52.81288,-1.2622117
-54.60662,7.2116036
-48.671276,14.563167
-49.167202,24.49336
-58.181263,16.77047
-54.80915,20.788809
-55.040424,-6.621688
-51.9904,31.690035
-59.706696,2.8628917
-51.115276,18.904865
-54.435177,8.8826885
-51.046883,11.593373
-59.00899,23.98299
-49.832535,19.873978
-44.81468,23.252583
-51.923336,10.480925
-53.220154,10.76052
-59.53969,15.348847
-55.451244,16.326529
-54.095367,31.911898
-51.539406,7.4729614
-56.367992,19.981213
-45.193092,25.282146
-50.473984,8.782296
-54.682617,-6.2457943
-61.134335,8.452182
-54.504128,11.579934
-44.620922,21.758581
-56.76283,10.160191
-44.452755,21.932304
-59.995003,1.7857033
-59.478615,5.8142953
-54.003567,-7.459492
-50.052612,15.430665
-58.95769,23.912067
-52.646862,22.972628
-61.009815,20.278782
-44.329517,14.942941
-54.38679,14.430238
-57.41613,-1.6152786
-49.680817,20.574785
-46.475357,12.932722
-58.020794,0.62974375
-59.0917,12.069459
-54.771328,-1.6649255
-46.558334,29.385237
-54.454605,30.686995
-47.30841,13.336412
-56.07388,32.9665
-54.457455,-3.8417883
-50.019516,5.7488437
-55.24642,32.053844
-56.05418,16.877972
-50.542236,7.830728
-56.726387,29.033812
-50.10464,10.89515
-49.599674,9.898873
-55.193108,-6.867971
-59.810116,5.422796
-50.781612,10.596307
-50.187725,2.2113347
-52.10892,18.626455
-57.456623,4.1730924
-55.256596,20.236593
-40.41944,21.571583
-60.38858,7.51196
-50.134975,16.841236
-48.796654,11.01062
-49.003555,14.098048
-57.244038,14.195542
-56.433384,17.917278
-49.666924,22.632662
-47.60846,25.209913
-51.14406,29.651028
-51.428173,13.371104
-61.532543,16.23054
-59.65925,1.0617638
-58.08996,-0.2097656
-52.645313,20.594088
-53.47348,32.943317
-51.16422,10.4374
-52.331356,11.017071
-49.26312,9.154661
-53.36554,-4.2821326
-52.219563,17.94667
-56.232483,-1.8737704
-58.990322,8.146043
-58.226727,-0.6067447
-50.264343,2.092596
-59.067413,5.875736
-51.136345,2.0177035
-55.355988,28.839771
-57.922592,1.945525
-53.425068,18.884989
-52.52024,32.41359
-62.282246,21.915192
-43.756264,24.215353
-51.635433,32.946117
-50.499424,28.17734
-54.47303,33.751846
-56.174366,-6.710952
-46.837044,18.108429
-58.28426,6.407503
-46.46514,34.435555
-56.197155,11.652246
-61.96269,21.6152
-56.336334,17.225769
-54.318428,7.091419
-56.04666,20.94976
-53.95123,-9.677181
-57.005493,25.455046
-57.322815,29.758139
-46.17962,33.089447
-51.468864,18.337305
-46.119595,26.328768
-61.520386,23.332808
-54.1392,4.3303394
-59.461067,29.66882
-52.815323,19.858862
-56.019978,-8.847593
-53.832428,8.0158825
-51.39494,10.341948
-50.265568,6.7721567
-56.149624,35.56072
-44.989586,22.160185
-61.456074,18.654821
-50.379738,3.1461809
-54.645473,35.72136
-64.33172,19.56075
-49.737892,23.689981
-55.098244,7.6306562
-51.118187,35.04925
-55.185944,34.46882
-48.252758,19.583906
-48.919506,14.914179
-46.229183,9.041962
-47.67917,20.559326
-56.22017,16.668549
-49.690582,8.224001
-54.765835,17.145226
-61.1688,10.395917
-46.309193,20.0452
-51.103905,24.577745
-55.70767,0.13016617
-42.449646,25.458868
-50.177147,14.017449
-56.29206,7.30577
-61.377197,5.75635
-51.931553,30.994993
-59.27268,6.5573134
-57.380352,13.266584
-57.408997,19.504602
-52.899097,-0.12093306
-56.496254,-4.994931
-52.03251,9.714623
-55.866314,31.603683
-59.18557,21.457767
-58.816956,9.604707
-61.18383,20.572834
-56.47859,9.70259
-54.698223,17.818836
-50.79982,3.9893737
-52.39338,3.4052606
-56.526516,22.699648
-59.294884,31.353834
-55.261654,29.513494
-54.275085,-9.889587
-55.16855,2.0185418
-55.35221,15.363258
-58.34143,2.3481119
-49.20289,27.580175
-50.464386,13.811047
-52.869568,13.009751
-53.78964,-4.9356375
-59.298794,31.352934
-47.166878,33.74634
-47.07414,10.633313
-55.91079,27.08336
-56.831333,7.2850313
-53.85631,29.707602
-49.518024,25.4626
-56.00393,-5.390089
-56.315765,-6.913964
-50.285625,16.260292
-61.405563,8.099773
-56.7557,27.556713
-59.962135,8.753046
-57.045036,15.173749
-61.09528,29.397533
-56.171844,27.392391
-53.2626,22.047007
-54.93789,-3.7328756
-53.13145,8.075277
-58.9263,-0.464897
-52.640575,-0.431126
-55.62332,26.712214
-61.322876,9.328702
-51.36656,15.378347
-53.94991,-8.831229
-53.250267,-7.713859
-47.614506,33.502033
-50.072136,7.2732506
-49.740208,33.338238
-53.764717,22.68272
-57.624245,9.473996
-48.595543,28.676123
-55.363674,28.91358
-52.799675,19.213001
-47.14331,32.75092
-53.570377,16.19674
-44.094902,27.322672
-53.846188,18.004757
-55.106663,2.8114493
-60.451344,27.266556
-55.615047,27.085814
-57.917736,25.50772
-51.669613,11.734157
-61.987206,23.932966
-59.57178,-0.310149
-59.336548,6.7487392
-53.65355,26.188337
-53.397152,33.335934
-56.68207,6.7884912
-45.630924,21.848028
-59.851425,24.47267
-55.027428,-7.95284
-61.80827,13.476875
-53.700058,11.310705
-42.759216,17.910007
-50.57239,21.795168
-51.470833,26.953392
-48.459305,23.312746
-48.27382,19.051064
-57.208946,10.931173
-55.207123,0.6654909
-52.460663,19.426386
-49.148346,5.972919
-48.362164,21.420898
-45.08188,17.421282
-41.368893,20.263565
-48.645332,17.38836
-51.666,8.934067
-59.34953,9.613955
-50.163853,32.03357
-57.577934,-0.41610038
-54.65373,16.74571
-51.289684,3.339462
-59.000996,24.666216
-50.356754,4.892475
-54.54863,27.299374
-47.32184,25.856417
-54.467937,27.653072
-45.53944,27.552938
-48.379234,16.00526
-58.4377,18.681257
-50.505966,3.864794
-44.093014,19.7265
-57.965282,0.28344053
-54.083054,17.708342
